,question,label
3211,heyy i might sound like a noob but it s because i have never done this before i m working on an image clustering project the whole idea of the project was based on this youtube video ,DIRECT
5919, what did u do for pandas?,DIRECT
6430,how much experience do you have programming with python?,DIRECT
3132,what about you?,DIRECT
3270,has anyone here used kh coder? if so i m not exactly sure what to make for a coding rule file and i m wondering if anyone has a pre made one or something of that sort if the latter part of this question sounds completely stupid i e pre made coding rules are for specific projects is there a simple way to understand how to make a coding rule file?,DIRECT
2557,hi does anyone know how to find on what type of images does an object detection model have a tough time? i m using aws rekognition custom labels and the goal is to detect objects of different labels in images the precision per label generally exceeds 90 and i d love to improve the model the test set is huge so i don t want to go through it manually but i did check some images and found out that lightning and the orientation of the objects play some role the model gets confused between two objects because they are very similar too but i d like to have some automated tool to do this ,DIRECT
1596,any foundational model recommendations?,DIRECT
6411,but they wont get reactions? like who are you trolling? data scientist that they to wake up for tomorrow or people that are too busy doing projects?,DIRECT
469,what benchmark leaderboards do you guys personally follow?,DIRECT
1425,though i wonder i didn t receive anything for one program for 1 month and the other sent me a test link within a few hours what could be the reason?,DIRECT
6183,hye general question im new to data analytics what normally platform you guys use? like rapidminer and such ,DIRECT
4914,hello all i ve made considerable progress with my cnn and am now intending to design a cnn lstm hybrid does anyone have some tips or basic bits of advice before i start? is it basically just about adding lstm layers after the cnn?,DIRECT
1820,you need to read the traceback and have a rough understanding of what it means what s the error? why is that error ? can you recreate that error ? etc otherwise it ll be a constant hassle,DIRECT
2456,fair enough so there s significantly less risk than a big model what benefits can you identify from the model giving better results in this business case? simplistic methods don t need tweaking are easy to audit etc is it easy to identify the benefit here against the risk even if smaller?,DIRECT
1632,what happens when you tran a network on cat and dog images and then give it something out of sample like a golf ball? if it s confident that the golf ball is a dog is that considered hallucinating?,DIRECT
861,how are they supposed to filter that?,DIRECT
1731,your first step is going to be finding a dataset for this at all without clear data it s going to be pretty difficult to find the relationship between your text inputs which are like an outfit for going to a club in london? 22 f uk ? and then what kind of output you re looking for like is this specific outfit items i e brand sku or is this just general vibes for what the outfit is?,DIRECT
3794,when will it ever update?,DIRECT
1620,hm like in the message i wrote ? there s some shitty thing on discord when it comes up unknown or something is that what you had? but you should be able to click on them and see the posts still lmk if you can t please ,DIRECT
472,hi guys i have a problem plotting some data i have a data set containing the resistance temperature and error of a high temperature superconductor i have to plot the data with error bars but the error is larger in magnitude than the resistance so the error bars looks too big do you know how to solve it or where can i find some projects where the errors are dealt with?,DIRECT
902,could it also help?,DIRECT
1218,hey everyone i m a backed engineer dabbling with bigdata as a personal interest i have implemented a java based mapreduce application for one our project requirement what this does is read data from a hive table process it and write to a hive table we are using aws emr as our datalake solution and i m going to create a new emr run this app against our old data my question is is it possible someone with better knowledge about aws instance types and let me know what instance types should i choose for my master core and task nodes for my new emr? because our current production emr use m xlarge instances for each node types master core and task and based on my little research i think that s not the best choose for datalake tasks tia ,DIRECT
6497,does anyone know how to add linkedin milestones to your experience part of profile? i want to have more milestones inside one company experience i googled it and lost 30 minutes and still cannot find how to do it i ve seen profiles that have that ,DIRECT
1522,i parse a bunch of log files and want to process them into parquet files now i wonder if i want to be able to retrieve what lines belong to what log file i would need to add another column to the table with the log file name or some other identifier is that preferable over having small parquet files?,DIRECT
2363,is this a good or a bad idea purpose to capture relationships between features including ratios add all features as 1 feature perform a 2 degree polynomial transform what i expect is that this ll give me all possible combinations of multiplied relationships ratios as well as features raised to the second power so is that a good or bad idea?,DIRECT
6238, python import matplotlib pyplot as plt import numpy as np matplotlib inline rng np random default rng nrow ndim 30 x mean np zeros ndim x covs np eye ndim x rng multivariate normal mean x mean cov x covs size nrow s np corrcoef x rowvar false s eigvals s eigvecs np linalg eig s fig ax plt subplots x plt np arange 1 x shape ax plot x plt s eigvals k ax set title eigenvalues ax set xlabel dimension ax set ylabel value fig show fig ax plt subplots x plt np arange 1 x shape for row in s eigvecs ax plot x plt row c f ax set title normalized eigenvectors ax set xlabel dimension ax set ylabel value fig show fig ax plt subplots ax set title eigenvector values ax set xlabel value ax set ylabel frequency ax hist s eigvecs ravel bins 20 color black fig show eig check1 np sum s eigvecs 4 axis 0 eig check2 np sum s eigvecs 2 axis eig check diff eig check1 eig check2 fig ax plt subplots x plt np arange 1 x shape ax plot x plt eig check diff k ax set title sum v 4 sum v ax set xlabel dimension ax set ylabel value fig show is this kind of visualization what you had in mind for the eigenvectors?,DIRECT
2308,does that actually make sense?,DIRECT
5286,used to experiment with it quite a bit and unfortunately managed to deploy some etl jobs to production before realizing what a mistake it was vs batch emr jobs the schema crawler is amazing but monitoring logging and reproducing errors is a pain and to not sound too snarky it s a great tool if you are in a hurry and have a huge amount of predictable data that needs pre configured spark to get through i would not recommend it for any production use cases since it s always behind when it comes to versioning lacks container support or used to? and installing custom libs is unnecessarily complicated my angst towards it is likely caused by user errors and the need to control everything ,DIRECT
3432,hey guys anyone here do the deep learning a z hands on artificial neural networks course on udemy? i am a pretty new python programmer and i find this course super interesting,DIRECT
5856,is anyone meant to know wtf is going on there?,DIRECT
4461,i have tables in the warehouse that has data for a list of colleges for multiple years the tables have all the same header but the data has errors some have college after the name and some have coll or u and university the good news is the id is the same no matter how name is written but when brought into tableua i get multiple rows i don t want to create groups how can i edit the table using sql?,DIRECT
2695,why ain t there an astronomy channel?,DIRECT
1391,what about some stats?,DIRECT
2876,political science and programming? can you elaborate?,DIRECT
3130,has anyone worked here with nltk? is it better than spacy? if yes then in what aspects ,DIRECT
2287,thanks for the recommendation eden how did this impact you?,DIRECT
5907,does anyone know if topological data analysis has any use for non spatial data? so far the examples i have seen are in computer vision or things like image processing ,DIRECT
1103,kind of a dumb question when people put sql in their cv in the context of ds do they actually just mean the query language or are there some libraries or tools that u need to learn too cause so far in my journey i ve been only using pandas python and kinda ignored sql cause since i was a fullsatck web dev before this and one of my main roles was database related stuff so i feel like i have a good enough??? grasp of it am i wrong lol?,DIRECT
1328,and if possible i d like to know how can i translate what he said for our field? like if you were a recruiter or just an oldie in the field what are some exaples would you give that follow this logic and can be applied to ds,DIRECT
5636,so what is the command?,DIRECT
5099,can i help you?,DIRECT
2108,hello everyone i was reading this article and this question came to my mind is crisp dm useless or old fashioned? ,DIRECT
6023,does seqgan work only with sentences without noise?,DIRECT
5272,can anyone suggest some starting resources for ocr? i m thinking of working on it this summer like from scratch,DIRECT
3153,hi guys i came across this community platform today braintrade io they claim to allow users to share their ai prompts to democratize knowledge on chatgpt and similar tools has anyone tried it so far?,DIRECT
5071,what s the age question from?,DIRECT
3998,this is a histogram of the returns of certain stock it s not a normal curve but does some curve have a somewhat similar shape to this?,DIRECT
2213,you all do data science?,DIRECT
260,really? i think it s a greast java ide ,DIRECT
1944,do you know what is plt plot?,DIRECT
3676,which one do u use now? pyhton?,DIRECT
1862,hey guys general question if i get into data analytics am i able to later easily move to data science for ml ai ?,DIRECT
5971,what do you make of this?,DIRECT
317,how old are you?,DIRECT
5137,hi when i have features with high correlation what can i do with that features? also if i try delete some features with high correlation and after that i get the same accuracy what do you advice me do? thanks ,DIRECT
6668,i actually have the same challenge now in the second company i work in we are reselling software and services from other vendors for this we get a lot of invoicing data from them which we have to process to generate invoices to invoice our customers today we do this in a big excel with a lot of manual work and i have the task to transform it into an automated system to store the raw invoice data we want to go for a data lake solution because when i have the data there i can easily reuse it for other things but which tools should we use for the processing itself? checking the data against our customer data check for missing prices wrong project references and so on we have in house developers but not a lot of data people and we use the microsoft azure stack so my question is what kind of tools allows processing of the data adla u sql data bricks with custom net code or some other tools? i need a hint which tools i should research for this task thanks for any suggestions ,DIRECT
954,i mean in like when i am ?,DIRECT
3384,again is this a cuda graph or a tf graph and which version of tf? given that there s a static and a dynamic type of graph it s possible a frozen graph refers to one but it might be something else,DIRECT
5110,i m not sure how naive of a question this is but are there situations where focusing on minimizing false negatives supersedes minimizing false positives? and could anyone provide a simple example ,DIRECT
2934,but does the category make sense?,DIRECT
1502,why on god s green earth vandy would build shitty courses like that they are a really good school do they want even more money by peddling shit tier courses now? er nvm its a free course i guess it helps people on understanding prompting ,DIRECT
1910,for example when i do deep learning i m pretty happy about notebooks cause i dont have to reload some stuff and no i m not in a big team i was the first in my company doing data science even tho its a big one could also do it in python but i do hate to reload so many stuff like you know? sure ipython would be the clean alternative for not notebooking but notebooks still build up on to autoreload and i started with plain py for half a year and then moved onto notebooks for my given reasons,DIRECT
3265,why dont you ask the people of this community specific questions you have on those topics?,DIRECT
4910,hello how long does it takes to train fasttext using million text? currently my fasttext has run for 12 hours and its still not finished is it normal?,DIRECT
2660,is this for trying to minimize the average mse?,DIRECT
4284,hey completely not data science maybe data science career related question anyone knows why do bluetooth earphones sound trash on calls or while using the mic?,DIRECT
4876,what is a good source to learn data science?,DIRECT
803,hi guys can i have your opinion about a concept using data science is it possible to automatically transcribe audio file flow into a rhythmic sheet to create a rhythmic game like guitar hero and combines keyboard buttons with datas ?,DIRECT
2607,does anyone know how to quantify how much time running an application is taking? i have a streamlit app and i want to know how much time the main function takes because it runs eternally as long as i don t close the app so i m not sure how to quantify when i have interactions with the app,DIRECT
5937,what do you think?,DIRECT
1606,what about hydroponics? cv?,DIRECT
1204,what about tech tools?,DIRECT
4141,ok i have this skewed data where count of one category is much larger than counts of other categories and i dnt know how to interpret that meaning how do i bring down the skewed categories so they are comparable to other categories?,DIRECT
3506,idk what stats are how do i import that?,DIRECT
6145,does anyone have any suggestions or resources they might have used in creating their own website as a sort of resume and portfolio host?,DIRECT
1111,what is your background ? do you know maths ?,DIRECT
4329,nice how bout a query?,DIRECT
304,the data looks fake?,DIRECT
428,what would be a good strategy to do this?,DIRECT
1516,hey when rlhf is used in llms it looks very similar to gan to me the reward function for the ppo is essentially the critic am i being wrong about it?,DIRECT
2898,i have around 30 books that i noted down thinking they were useful for data science generally? can i send the list so that you can tell me which books are actually good?,DIRECT
2014,from what i can tell mlops is pretty much a subset of data engineering so should i just say i am a data engineer to better market myself?,DIRECT
1726,thanks for the tips this is a great skill that i haven t thought about yet do you think if it is possible for me to find a mentor on ds or something?,DIRECT
1346,lol why?,DIRECT
6501, how much can you bench press?,DIRECT
5950,i have recently written a blog which talks about how nlp can be used in finance? kindly have a look at the article to know more link ,DIRECT
503,can you switch to using spark to handle processing large data?,DIRECT
4081,i did it in the womb?,DIRECT
1867,that may put weight on certs?,DIRECT
4963,hello all so i have been working for days trying to get this mlp working and finally got it working it was a data dimensionality issue anyway can someone give me the intuition as to why it is so picky?,DIRECT
5453,does anyone have any idea where i can find a public churn dataset for my thesis? i only found some on kaggle but wanted to ask you what would be your suggestion on the topic,DIRECT
4028,ok got it but this is assuming that your company has a mature data team what about if you don t? and you were planning on jumping places before becoming a ds?,DIRECT
1679,hi guys any resources recommendations to understand and learn ml for begginers ?,DIRECT
384,but r is good or python better now?,DIRECT
3146,how much does it pay?,DIRECT
4948,why is it so jagged?,DIRECT
6371,ohhhh dude this is what you re trying to do? ,DIRECT
2216,hard to say anything harder to predict it would replace do you think a data analyst s work is only to draw graphs and do coding?,DIRECT
3342,fine i ll bite without knowing what exactly mde is i know fisher s exact is a relatively conservative test i would guess that your sample size is rather small what is your beta power?,DIRECT
89,for what you paying 450 weekly lmao?,DIRECT
2602,have they made any effort to get the arithmetic right?,DIRECT
2315,hi all does it make sense would it be useful to cluster features in a way that is relevant to a particular outcome? something like the difference between pls vs pca as in with pls the outcome is factored in when producing the principle components ,DIRECT
2874,can you deal with having to ask a lot of questions always research new things and fix prod bugs at 3am?,DIRECT
5215,too much focus by what measure? youtube clicks?,DIRECT
3667,no i did not are we allowed to use maps?,DIRECT
3071,i m struggling with deciding the size of layers in keras dense method can anyone please explain me? lets say if you have x80 shape training and x79 shape test data ,DIRECT
1401,what do you consider small amount?,DIRECT
1490,hello everyone a uni assignment is asking me to find and work on data from kaggle that contains some missing data and at least two numerical features and apply k means clustering on it i ve been looking through the kaggle datasets and i m having trouble finding one that cointains some missing data anyone have dataset suggestions?,DIRECT
762,which picture is it?,DIRECT
6391,what does disentanglement mean here?,DIRECT
2368,does correlation between one hot ordinally encoded variables and discrete continuous variables provide useful information? i mean here for example pclass is an ordinally encoded categorical feature and it shows a high correlation with fare a continuous feature is that a problem or not? like is that a case of multicollinearity or because pclass is a categorical feature it doesn t work that way? how about embarked c and embarked s the results dummies of one hot encoding a nominal categorical feature? they show a high pearson s correlation but is that meaningful information? when i googled correlation for categorical variables many answers said that pearson s correlation isn t a meaningful measure of anything when applied to categorical data so thus my question,DIRECT
2417,okay so i m doing a virtual internship where i ve been provided 4 visualisation questions and dataset only question 1 explicitly mentioned using a year for the said graph but the finished solution that they provided post my submission at the end had all graphs using that filter what do i do here?,DIRECT
58,hey guys is it possible to do a prediction interval for the forecasts of an arima model and if so how would i go about implementing that in python? i know i also have to check for the normal distribution of the residuals but that s as far as i know and i m not entirely sure how to do that in python either any good videos or articles that might help me?,DIRECT
999,this is a general thought so please correct me if i m wrong i like to read and i would like to put my data science skills to use in that in what ways can i analyse books that i ve read say the harry potter is there any way that i can analyse the books from a data science or data analysis perspective?,DIRECT
3195,who do i need to talk to about resolving this?,DIRECT
2693,hello i am looking for a little direction so i am doing a practice case study with 100 entries on student data with their attendance age grades and sex so i carried out some linear regression on age grade and attendance grade though say i wanted to carry something similar on say grade sex entries are either m or f what would be the best approach? i am using powerbi ,DIRECT
6187,hello everyone quick question to what extent you need to know software development if you are a data scientist?,DIRECT
6695, don t forget the cpu cooler didn t see one on the gpu i would ve recommended a or super and save you 500 the ti being does not offer the same value as far as performance cost yes you ll have slightly less performance but you ll have significantly less cost however it does have 11 gb of vram compared to 8 i have a and i have run out of vram when running cnns in tensorflow in the past i m waiting on whatever s next s? to see what vram is included the other options are high vram cards like quadro but those are s 2 storage yeah wow i would ve gotten a m 2 nvme boot drive at 500 gb for around 100 then added other sata ssds as needed 2tb of nvme is expensive ,DIRECT
620,where is your unstructured text stored? postgres?,DIRECT
3251,what was up with it?,DIRECT
1240,what kind of data science environment do you use this for?,DIRECT
5653,does everyone know my dads name?,DIRECT
5547,what does this even mean? market cap?,DIRECT
6040,it might feel as though it leans cs as most all? use either r or python also in industry there are often a lot of things required ci testing etc which might feel as though they re more cs than anything else,DIRECT
4401,what s the process someone messages you on discord then what is there an interview? what s the salary range?,DIRECT
2990,how do i run a python script for forever?,DIRECT
2183,do ml engineer interviews focus on if the candidate knows probability? like this book has lots of questions on probability related questions from various faang companies,DIRECT
1696,hello guys i m still beginner cv i have 500 images data and i wantu to cluster them with 3 label eg car ship and plane do those data need to convert the shape 2d image to 1d image? i just want to label them then i want to build my own cnn,DIRECT
1228,in this case what should the focus be?,DIRECT
4158,then why separate bi platforms?,DIRECT
1887,this notation or the second one ?,DIRECT
716,why would you not want to implement from scratch?,DIRECT
4257,anyone have good resources on learning cnns?,DIRECT
271,someone please?,DIRECT
2428,i m trying to understand snowflake credits so let s say you have a x small warehouse and it s 1 credit per hour so essentially if you ran sql queries and the total run time amounted to 1hr you d be billed for 1 credit?,DIRECT
4355,any examples which you d use?,DIRECT
465, found some implementations online what were they but hardly could get any of them working in what sense? but hardly could get any of them working ok we don t know what the code was or what you struggled with?,DIRECT
5176,does it do something more than virtualenv wrt versions?,DIRECT
1892,hi guys i want to do apprenticeship in data analytics but i don t have any proper experience therefore i want to do a project related to it in order to have more chances to be hired i want to do something related to tennis since it s my passion i ve seen that most companies require power bi and sql so the idea is to do something in tennis where i get familiar with sql and power bi i already know some sql can you give me some guidelines please ?,DIRECT
3177,what about this? ,DIRECT
3061,just found that the hypothesis testing is nearly not involved in machine learning so it seems i can jump a large part of statistics books if i only want to do ml?,DIRECT
4321,a very general question can you use aws athena to create a table based on a single json file that is stored in s3? is that how its supposed to work?,DIRECT
3953,yea you re right i formulated the wrong question i m sorry is there any documentation do you recommend to web scraping using youtube api? i know there s tons of it just asking if somebody knows a good one ,DIRECT
6038,i ll describe what i m wanting to achieve and what i m using currently to achieve it what i want to achieve a sort of compatability percentage score between two users what i m doing currently getting each users top 100 artists in order then removing those of which aren t shared between both users then i use a parabola is that the right word? i m not a maths student y x 2 x is 100 subtracted by the index of the artist in the array to add weight to each artist those at the bottom of the array have been listened to more by the first user have a higher y value as a result all of these y values are added together one per artist and the mean is calculated from them this compares the first users top 100 with the second users and produces a penultimate result i then repeat this process one more time but with the users swapped around adding both penultimate results together and calculating their mean for a final result,DIRECT
1555,i tried it doesn t share the filter anymore with the other graphs meaning that the numbers don t change anymore and the top 5 stays whatever i chose in the sheet maybe i have to do an additional filter for the top 5 sheet?,DIRECT
2632,i liked lauri s answer to your question but you dropped a counter question why not follow it? obviously having projects would help for entry level roles ,DIRECT
80,hey guys does anybody here work with recsys? i m working on my very first project it recommends online courses from a website based on an user activity interaction with the site i also want to add something like a learning path function so an user could get a set of easy to advanced courses to learn a topic my question is what would you use for such task? as i m relatively good at ml algorithms catboost xgboost were my initial guesses ,DIRECT
2560,why can t i access visualization?,DIRECT
2155,i did not get it are you trying to switch jobs from a different domain industry to get into data science career? or already working as an intern want to make a transition to ds?,DIRECT
5337,how much will a data scientist candidate receive training and work on image processing opencv keras and reinforcement learning help him in finding a job in the future? considering that a statistics student should not limit himself to data science in what fields can i invest in the future? thank you in advance for your advice ,DIRECT
1870,and i am confused in statistics too can you guys suggest a book for statistics?,DIRECT
2208,what computer science?,DIRECT
3984,can i connect a hidden layer to both a regression output and a classifier output?,DIRECT
588,ok but how though ?,DIRECT
4543,why is it that some people include deep learning in the term machine learning ? is it supposed to be that way? aren t they two similar but independent things?,DIRECT
2082,what have you narrowed down so far ? what is your plan of action here ?,DIRECT
1095,you re communicating what you ve done more clearly but you re still missing what the recruiter is looking for the other side of the table we ve got a stack internally we know we need to ship a product that does x and it relies upon people who know a specific language and are either experienced enough to move across to the frameworks we use or they already know the frameworks preferably the second one less training time so you write on your cv i know that language and i move onto the second problem how well do you know that language? i can t trust any self rating any i m in ada and in scrum so i need years of experience in a company setting as a signal you re good enough at that thing you don t have professional experience so you re more reliant on projects that sound awfully similar to our stack i deployed a model in aws sagemaker using pytorch that classifies duck pictures as threatening or friendly well we definitely work in images and we use pytorch and while we don t use aws we definitely use things like it that s similar enough that you might be worth talking to ,DIRECT
1760,some theoretical question you do have dropout in this picture but it states in the official paper that an input of a neuron is multiplied with 1 with a probability of p so on this image also from the official paper is a case which can happen but is really unlikely or? cause you more likely just have at each neuron only the half of inputs which is more likely to happen in my eyes than whole neurons dropout ,DIRECT
2858,do yall recommend fast ai course?,DIRECT
3819,how to measure fairness in card games? suppose there are 4 players and each player has 13 cards obviously 19 is not fair but 28 is fair,DIRECT
1938,what type of model are you going to use?,DIRECT
3037,but what would be its best use?,DIRECT
378,hey guys trying to learn ml and am looking for guidance on imputing nans? how should i determine whether to impute or to just drop especially in the case of non ordinal categoricals any help is appreciated thanks ,DIRECT
2243,i don t think you need the s3 instance for partitioning it looks like that s just the example they showed or does partition not work with saving to a file?,DIRECT
4980,so ideally those should not be 0s but some form of prediction anyone have any ideas?,DIRECT
1560,what do you mean? ,DIRECT
3010,how do you think they make hiring decisions?,DIRECT
901,so is it better to do a swe career?,DIRECT
4383,if the formatting is clear then ok and maybe there are some cases where it makes more sense?,DIRECT
2485,do you need someone to guide you or do the whole project for you? since you mentioned you re new to data science,DIRECT
6531,you mean look at the dimension with the highest regression coefficient and then look at the loading weight to see which individual predictor influenced that particular dimension the most?,DIRECT
4945,but u know i can ask do you ever meet someone who get a job i ds only with courses? is yes or no questions ?,DIRECT
1796,hi all i m fares from tunisia currently learining data science coursera what courses should i take after ?,DIRECT
6291,did you study in the us?,DIRECT
2839, share opinion post thread opendiscussion the error that occurred in bing ai microsoft shows that despite the rapid development of ai technology there are still weaknesses that need to be improved what do you think? ,DIRECT
3244,can i do ml and neural network in tensorflow?,DIRECT
5154,can you still it now?,DIRECT
3829,is that where you did your undergrad as well?,DIRECT
177,hey there i m a msds grad at uh and looking for a good project collaboration so anyone up with some interesting project or ideas on ai ml project or research based and is ready for the collaboration? count me in please dm me and let s do this ,DIRECT
4761,looking for recommendations for python training that can be self engaged not college class however it can be a paid course it needs to actually impart the skill and have some way of demonstrating test or other means that the person did more than sit through something any recommendations regarding a bootcamp or other avenue that would provide that for someone?,DIRECT
392,what is r?,DIRECT
1888,what s the context ?,DIRECT
2347,where would you recommend?,DIRECT
1615,hey guys i m planning to do some kind of a personal research about the own race bias phenomenon through ai does anyone know where i can download facial images of people across different ethnicities? i tried downloading vggface2 dataset but they have removed the download link from official website also is academictorrent com safe and legal in the uk? my purpose is education research,DIRECT
3236,can anyone share some good resources to learn data analytics?,DIRECT
93,i m not sure i understand conceptually what would that mean?,DIRECT
1790,that looks like a nice dataset can you share its source?,DIRECT
960,did you try googling what is a transformer? ,DIRECT
2462,did someone tell you to start there?,DIRECT
2160,do you mean the syntax documentations?,DIRECT
2234,thank you i ll rephrase does anyone have any advice on the type of job work that will hire those with beginner intermediate experience?,DIRECT
4201,crosstabs can be useful this vid on them isn t bad ,DIRECT
2586,speaking of tokenizers and embeddings and now non tokenizers anyone else excited by the megabyte paper??,DIRECT
2989,has anyone here worked here on scraping phone numbers from any website? if yes do you have a proper regex for it which works for numbers of all sorts and all formats?,DIRECT
944,is a scratch and dent semantically different from both scratches and dents for your case? i e do you care about the model s ability to identify scratch and dent vs just scratches or dents? if yes then it makes sense but otherwise separate labels would probably work better and are more flexible,DIRECT
6004,what context did this appear for you in?,DIRECT
4249,what do you mean by finding it? like the experience? never fun to be on call like just for the occasional error bug and questions about the results?,DIRECT
2518,is learning power bi or tableu as important as people say? i mean of course learning them is a plus but as far as making dashboards what can you get from them? i only have heard people from enterprises recommend learning it but i haven t seeing any person related to ds use them much,DIRECT
4617,did yall compile a beginner guide on how to start? course suggestions n etc i found the how to automate the boring stuff w python,DIRECT
3759,oh right what s confusing you then?,DIRECT
420,typical being sarima seasonal naive naive and for fun the most recent dl forecasting library ,DIRECT
5754,do you honestly think you get the time back from this?,DIRECT
3173,it also makes me think ok so i really find out how large and broad it is the rabbit hole how could most my classmates simply skip the class and think the math is useless? ok that s sad because the ml implementation is so easy the high level library few lines of codes they think it d be really easy to be a ds ,DIRECT
3734, why would i want a list of questions?,DIRECT
2147,embeddings are a tool for grouping text in n dimensional space you could certainly pick a document at random and use an embedding database to say what s the most similar document to this? you could also look at lda to automatically find topics ,DIRECT
4609,for explaining p values and confidence intervals in a veryyyyy basic way would this make sense? p value are you surprised about what you just witnessed? confidence interval what were you expecting? ,DIRECT
3220,how should i learn a subject such as random forest with r? is there a textbook? or do i just read the principles of random forest in any machine learning books and then search the codes online and read materials such as ,DIRECT
2658,excel can do machine learning?,DIRECT
1014,can someone help me with understanding backpropagation algorithm first it s going with forward propagation it picks each neuron and calculates it s weights next it calculates output of it s neuron using this formula y f sum wi xi and so forth it s calculating all outputs in a layer and after process repeats until it gets to the end output next it calculates a loss backpropagation starts it calculates derivative with respect to weights sum of output and update it s weights next it gets into hidden layer it picks each neuron in the layer and what does it do next? how does it calculates derivative with respect to weights sum? it s just a number ,DIRECT
2539,you can load a df from a list of dfs into shiny right? like thats the big meme with shiny is that the number in the list is what you can change on the fly?,DIRECT
482,hey guys i need to make label data like critic and not critic for the given features but i don t know how to do it is there any logic that i can use?,DIRECT
3122,hi guys i am trying to create a bike recommendation system based on multiple features with this data set can you guys give me a brief idea about how can i do this?,DIRECT
3647,anyone know how to query which tables contain a certain col name in redshift spectrum?,DIRECT
6350, have any of you guys worked with 4dct data before by any chance? i need help interpreting the methods of a paper one planning 4d fan beam ct 4dfbct and 7 weekly 4dcbct scans were acquired for 10 locally advanced non small cell lung cancer patients the gross tumor volume gtv was delineated by a physician in all 4d images end of inspiration phase planning 4dfbct was registered to the corresponding phase in weekly 4dcbct images for day to day registrations for phase to phase registration the end of inspiration phase from each 4d image was registered to the end of expiration phase two dir algorithms small deformation inverse consistent linear elastic sicle and insight toolkit diffeomorphic demons demons were evaluated physician delineated contours were compared to the warped contours by using the dice similarity coefficient dsc average symmetric distance asd false positive and false negative indices the dir results are compared to rigid registration of tumor ,DIRECT
6628,or does anybody know a better way?,DIRECT
1454,data table is pretty quick at reading generally can i ask if you can share the benchmarks profiling across the job?,DIRECT
3580,good to hear how does it do with native libs?,DIRECT
4696,hi so i have a collection of approximately 120 txt files in a big zip and i want to make a dataset and i cant figure out how to import these into r does anyone have any tips?,DIRECT
2994,where are you from?,DIRECT
2472,yeah i might grab the book is there anything better?,DIRECT
5423,thanks for your comprehensive answer i m thinking about regression model the main problem for me is a understanding a result do a good predict or thinking that is possible why? maybe i give you a bad example i don t have a empties values but the sales is irregular i have 2 years history and i know that 20 months my sales equal 0 and other months a sales equal pieces i can t find a way which indicate me how to compute future forecast for this position telling me that i sell in the future 500 pieces it is possible?,DIRECT
5150,lots of possible types of questions 1 what are the most busiest hubs for packages? is this a sign that additional facilities need to be set up in the vicinity to handle the volume? 2 what are the most heavily trafficked routes? would this be indicative that more delivery vehicles are needed comparatively? 3 given a source destination zip code pair what s the average time taken to send a package vs distance? are there noticeable outliers if so why does it take longer than usual? 4 are there destinations for which the package dimensions tend to be smaller larger or lighter heavier? is this indicative of bulk product shipping vs shipping to individual consumers? 5 could i cluster different zip codes to identify potential places where i can set up common package handling facilities or cargo zones? 6 which facilities tend to have the longest holding processing times is there a reason for why packages tend to be stuck there longer? 7 are there specific days of the week month where volume tends to be disproportionately higher lower? is there seasonality in volume? how can we plan for capacity given this info?,DIRECT
4450,ok so i m new to all of this are there public datasets i can download to clean agr and display? i m going through a course right now and after one case study they change to something else thus i forget the majority of stuff for example we did modeling risk with monte carlo simulation last course and now we re doing loan default prediction with machine learning or are there free resources for practice?,DIRECT
702,i do not recommend relying on python sqla for this but instead learning the basics of postgres i d ask you to share your ddl create table statements and the output of d from a psql session though i m guessing neither of those make sense ? or do they? if they do please share ,DIRECT
5828,this might be reasonable ,DIRECT
2675,hi so i want to find the value count on a variable here im using python i use df negaraasal value counts negaraasal is the column name which mean country of origin and i want to find how many respondent from each country using that here the output series name negaraasal dtype int64 just that it doesnt show how many time each country appear which is what im trying to show how to do that?,DIRECT
3357,i got thinkin what is the kpis of a data scietist? i want to know on how his or her performance will be measured by his manager his vp or ceo? i did not see anyone talking about this will there be revenue targets or multiple internal targets that he or she has to achieve?,DIRECT
3067,hi i m a first year undergraduate student trying to get an unpaid internship in the spring and summer in edmonton canada does anyone have any advice for me?,DIRECT
6495,hey everyone i m doing a project for a time series analysis class i have to fit a garch type model on the daily closing prices for the nasdaq index i m doing the assignment using python and my steps where the following import libraries import time series data feature engineerings create a daily log returns plot the residuals explore the stylised facts mean 0 skewness kurtosis performed jarque bera test turns out t student distr despite k 3 plot acf pacf for daily log returns points at arch and garch models with p and q fit the models i am currently in this step and am getting a convergence error can anybody help be? python order p 4 q 0 creating model 1 model 1 arch model normalized vol arch mean zero p p q q dist studentst fitting model 1 model 1 fit model 1 fit evaluating model 1 print aic t 0f format model 1 fit aic model 1 forecast model 1 fit forecast horizon len test print rmse t 2f format np sqrt mean squared error test model 1 forecast setting labels and titles title model 1 xlabel time steps ylabel variance label 1 expected label 2 predicted fontsize 14 plotting model 1 plt plot test plt plot model 1 forecast costumizing graph plt ylabel ylabel fontsize fontsize plt xlabel xlabel fontsize fontsize plt grid true plt title title fontisize fontsize 2 printing model 1 summary print model 1 fit summary ,DIRECT
6687,can someone help me with my aws cost explorer i ve shut down all my instances and i m still getting billed how can i see what is included in my spendings of this bar from yesterday for example? when i click on it i see only the amount but i cannot find which service is being billed please help so i can stop losing money ,DIRECT
3040,do you guys think chatgpt premium worth it after the new update?,DIRECT
5505,so at organizations like goldman or investment banks do they just have heaps of models stacked on each other or do they rebuild the entire model or something?,DIRECT
2981,are you by any chance developing an app?,DIRECT
